sample	unit	platform	cram
4535405_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4535405_23163_0_0.cram
4543188_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4543188_23163_0_0.cram
4549026_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4549026_23163_0_0.cram
4549225_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4549225_23163_0_0.cram
4550370_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4550370_23163_0_0.cram
4555621_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4555621_23163_0_0.cram
4559379_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4559379_23163_0_0.cram
4560940_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4560940_23163_0_0.cram
4562345_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4562345_23163_0_0.cram
4564344_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4564344_23163_0_0.cram
4569781_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4569781_23163_0_0.cram
4572521_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4572521_23163_0_0.cram
4581218_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4581218_23163_0_0.cram
4582937_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4582937_23163_0_0.cram
4585272_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4585272_23163_0_0.cram
4587618_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4587618_23163_0_0.cram
4602950_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4602950_23163_0_0.cram
4604735_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4604735_23163_0_0.cram
4614129_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4614129_23163_0_0.cram
4615048_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4615048_23163_0_0.cram
4620388_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4620388_23163_0_0.cram
4621252_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4621252_23163_0_0.cram
4635325_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4635325_23163_0_0.cram
4636480_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4636480_23163_0_0.cram
4656586_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4656586_23163_0_0.cram
4662055_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4662055_23163_0_0.cram
4678117_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4678117_23163_0_0.cram
4680272_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4680272_23163_0_0.cram
4695221_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4695221_23163_0_0.cram
4704678_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4704678_23163_0_0.cram
4705565_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4705565_23163_0_0.cram
4706613_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4706613_23163_0_0.cram
4719018_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4719018_23163_0_0.cram
4730075_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4730075_23163_0_0.cram
4744083_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4744083_23163_0_0.cram
4746044_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4746044_23163_0_0.cram
4755905_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4755905_23163_0_0.cram
4786335_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4786335_23163_0_0.cram
4788631_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4788631_23163_0_0.cram
4796829_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4796829_23163_0_0.cram
4806023_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4806023_23163_0_0.cram
4809889_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4809889_23163_0_0.cram
4811280_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4811280_23163_0_0.cram
4818730_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4818730_23163_0_0.cram
4821111_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4821111_23163_0_0.cram
4827491_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4827491_23163_0_0.cram
4827955_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4827955_23163_0_0.cram
4843979_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4843979_23163_0_0.cram
4847468_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4847468_23163_0_0.cram
4847962_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4847962_23163_0_0.cram
4848989_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4848989_23163_0_0.cram
4854501_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4854501_23163_0_0.cram
4860663_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4860663_23163_0_0.cram
4863819_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4863819_23163_0_0.cram
4865938_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4865938_23163_0_0.cram
4873372_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4873372_23163_0_0.cram
4875255_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4875255_23163_0_0.cram
4875451_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4875451_23163_0_0.cram
4876000_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4876000_23163_0_0.cram
4877138_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4877138_23163_0_0.cram
4881662_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4881662_23163_0_0.cram
4884719_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4884719_23163_0_0.cram
4893401_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4893401_23163_0_0.cram
4893820_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4893820_23163_0_0.cram
4901016_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4901016_23163_0_0.cram
4902951_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4902951_23163_0_0.cram
4904035_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4904035_23163_0_0.cram
4911478_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4911478_23163_0_0.cram
4931803_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4931803_23163_0_0.cram
4932264_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4932264_23163_0_0.cram
4945382_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4945382_23163_0_0.cram
4953499_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4953499_23163_0_0.cram
4959561_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4959561_23163_0_0.cram
4960946_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4960946_23163_0_0.cram
4961507_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4961507_23163_0_0.cram
4962801_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4962801_23163_0_0.cram
4962982_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4962982_23163_0_0.cram
4963282_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4963282_23163_0_0.cram
4967497_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4967497_23163_0_0.cram
4971860_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4971860_23163_0_0.cram
4974057_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4974057_23163_0_0.cram
4975037_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4975037_23163_0_0.cram
4975795_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4975795_23163_0_0.cram
4987034_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4987034_23163_0_0.cram
4992344_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4992344_23163_0_0.cram
4995142_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4995142_23163_0_0.cram
5006999_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5006999_23163_0_0.cram
5007058_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5007058_23163_0_0.cram
5008100_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5008100_23163_0_0.cram
5008615_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5008615_23163_0_0.cram
5012146_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5012146_23163_0_0.cram
5014643_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5014643_23163_0_0.cram
5017835_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5017835_23163_0_0.cram
5025173_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5025173_23163_0_0.cram
5027167_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5027167_23163_0_0.cram
5037030_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5037030_23163_0_0.cram
5037739_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5037739_23163_0_0.cram
5041553_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5041553_23163_0_0.cram
5044604_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5044604_23163_0_0.cram
5045993_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5045993_23163_0_0.cram
5047780_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5047780_23163_0_0.cram
5059744_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5059744_23163_0_0.cram
5063404_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5063404_23163_0_0.cram
5065220_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5065220_23163_0_0.cram
5068936_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5068936_23163_0_0.cram
5071497_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5071497_23163_0_0.cram
5079372_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5079372_23163_0_0.cram
5081197_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5081197_23163_0_0.cram
5084093_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5084093_23163_0_0.cram
5085287_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5085287_23163_0_0.cram
5085674_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5085674_23163_0_0.cram
5092293_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5092293_23163_0_0.cram
5092527_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5092527_23163_0_0.cram
5103552_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5103552_23163_0_0.cram
5104222_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5104222_23163_0_0.cram
5109942_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5109942_23163_0_0.cram
5110191_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5110191_23163_0_0.cram
5112594_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5112594_23163_0_0.cram
5116173_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5116173_23163_0_0.cram
5132552_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5132552_23163_0_0.cram
5137080_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5137080_23163_0_0.cram
5140065_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5140065_23163_0_0.cram
5150461_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5150461_23163_0_0.cram
5163027_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5163027_23163_0_0.cram
5165495_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5165495_23163_0_0.cram
5169400_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5169400_23163_0_0.cram
5180964_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5180964_23163_0_0.cram
5182782_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5182782_23163_0_0.cram
5183173_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5183173_23163_0_0.cram
5194160_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5194160_23163_0_0.cram
5197225_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5197225_23163_0_0.cram
5199667_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5199667_23163_0_0.cram
5208357_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5208357_23163_0_0.cram
5209085_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5209085_23163_0_0.cram
5215874_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5215874_23163_0_0.cram
5220950_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5220950_23163_0_0.cram
5223655_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5223655_23163_0_0.cram
5231471_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5231471_23163_0_0.cram
5232853_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5232853_23163_0_0.cram
5241344_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5241344_23163_0_0.cram
5247390_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5247390_23163_0_0.cram
5247981_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5247981_23163_0_0.cram
5252674_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5252674_23163_0_0.cram
5260262_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5260262_23163_0_0.cram
5263110_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5263110_23163_0_0.cram
5264013_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5264013_23163_0_0.cram
5265994_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5265994_23163_0_0.cram
5268340_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5268340_23163_0_0.cram
5268915_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5268915_23163_0_0.cram
5279459_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5279459_23163_0_0.cram
5286084_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5286084_23163_0_0.cram
5288189_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5288189_23163_0_0.cram
5294117_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5294117_23163_0_0.cram
5302306_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5302306_23163_0_0.cram
5304069_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5304069_23163_0_0.cram
5318834_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5318834_23163_0_0.cram
5328425_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5328425_23163_0_0.cram
5328534_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5328534_23163_0_0.cram
5329734_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5329734_23163_0_0.cram
5332885_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5332885_23163_0_0.cram
5343084_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5343084_23163_0_0.cram
5353152_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5353152_23163_0_0.cram
5353478_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5353478_23163_0_0.cram
5356598_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5356598_23163_0_0.cram
5360604_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5360604_23163_0_0.cram
5362678_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5362678_23163_0_0.cram
5370402_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5370402_23163_0_0.cram
5371793_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5371793_23163_0_0.cram
5374843_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5374843_23163_0_0.cram
5375103_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5375103_23163_0_0.cram
5381447_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5381447_23163_0_0.cram
5383194_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5383194_23163_0_0.cram
5386250_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5386250_23163_0_0.cram
5389195_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5389195_23163_0_0.cram
5389941_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5389941_23163_0_0.cram
5390449_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5390449_23163_0_0.cram
5398221_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5398221_23163_0_0.cram
5400645_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5400645_23163_0_0.cram
5413406_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5413406_23163_0_0.cram
5425603_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5425603_23163_0_0.cram
5426200_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5426200_23163_0_0.cram
5451278_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5451278_23163_0_0.cram
5451443_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5451443_23163_0_0.cram
5464403_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5464403_23163_0_0.cram
5464572_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5464572_23163_0_0.cram
5467371_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5467371_23163_0_0.cram
5484905_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5484905_23163_0_0.cram
5501750_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5501750_23163_0_0.cram
5501877_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5501877_23163_0_0.cram
5506386_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5506386_23163_0_0.cram
5513284_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5513284_23163_0_0.cram
5515790_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5515790_23163_0_0.cram
5521778_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5521778_23163_0_0.cram
5525094_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5525094_23163_0_0.cram
5525804_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5525804_23163_0_0.cram
5535623_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5535623_23163_0_0.cram
5536393_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5536393_23163_0_0.cram
5540023_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5540023_23163_0_0.cram
5547126_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5547126_23163_0_0.cram
5559587_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5559587_23163_0_0.cram
5565373_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5565373_23163_0_0.cram
5566598_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5566598_23163_0_0.cram
5574823_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5574823_23163_0_0.cram
5574942_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5574942_23163_0_0.cram
5576214_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5576214_23163_0_0.cram
5588270_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5588270_23163_0_0.cram
5589904_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5589904_23163_0_0.cram
5594205_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5594205_23163_0_0.cram
5594743_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5594743_23163_0_0.cram
5596397_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5596397_23163_0_0.cram
5617752_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5617752_23163_0_0.cram
5618792_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5618792_23163_0_0.cram
5620458_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5620458_23163_0_0.cram
5624709_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5624709_23163_0_0.cram
5628075_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5628075_23163_0_0.cram
5640699_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5640699_23163_0_0.cram
5640875_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5640875_23163_0_0.cram
5649299_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5649299_23163_0_0.cram
5658172_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5658172_23163_0_0.cram
5659213_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5659213_23163_0_0.cram
5665053_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5665053_23163_0_0.cram
5665749_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5665749_23163_0_0.cram
5665851_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5665851_23163_0_0.cram
5666829_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5666829_23163_0_0.cram
5677250_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5677250_23163_0_0.cram
5683175_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5683175_23163_0_0.cram
5688914_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5688914_23163_0_0.cram
5691952_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5691952_23163_0_0.cram
5698933_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5698933_23163_0_0.cram
5701854_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5701854_23163_0_0.cram
5702100_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5702100_23163_0_0.cram
5708062_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5708062_23163_0_0.cram
5711137_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5711137_23163_0_0.cram
5711287_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5711287_23163_0_0.cram
5726601_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5726601_23163_0_0.cram
5735139_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5735139_23163_0_0.cram
5746214_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5746214_23163_0_0.cram
